Target,Similarity
CC1CCCC(O)CCCC=Cc2cc(O)cc(O)c2C(=O)O1,0.3810623556581986
O=C(O)C(Br)Br,0.38095238095238093
Cc1cc(O)cc2oc(=O)c3c(O)cc(O)cc3c12,0.3808411214953271
Oc1cc2ccc3cc4ccccc4c4ccc(c1)c2c34,0.3806818181818182
CC1CCCC(=O)CCCC=Cc2cc(O)cc(O)c2C(=O)O1,0.3804100227790433
O=C1OC2(c3ccccc31)c1cc(I)c([O-])c(I)c1Oc1c2cc(I)c([O-])c1I.[Na+].[Na+],0.3803680981595092
O=c1c(O)c(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12,0.3793103448275862
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,0.37872340425531914
Oc1cc(O)cc(O)c1,0.3783783783783784
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,0.3782696177062374
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0.3779697624190065
N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1,0.37777777777777777
CNC(=O)Oc1cccc2c1OC(C)(C)C2,0.37708830548926014
CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,0.37701612903225806
CCCc1nn(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)[nH]c12,0.37598425196850394
COC(=O)C1C2CC3c4[nH]c5cc(OC)ccc5c4CCN3CC2CC(OC(=O)c2cc(OC)c(OC)c(OC)c2)C1OC,0.37573385518590996
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0.3755656108597285
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccc(Cl)cc1,0.37542662116040953
COc1cc2c(c3oc(=O)c4c(c13)CCC4=O)C1C=COC1O2,0.37524557956778
CCCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(O)ccc5c4C12CCN(C)C3C5,0.375
CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4C(C)(O)C3CC12,0.375
CCCC1=C(c2ccc(O)cc2)N(c2ccc(O)cc2)NC1=C1C=CC(=O)C=C1,0.375
O=C1CCC2(O)C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,0.375
COC1C=COC2(C)Oc3c(C)c(O)c4c(c3C2=O)C(=O)C(=CNN2CCN(C)CC2)C(=C4O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,0.375
C=CCN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3(O)C1C5,0.375
CN(C)C1C(=O)C(C(N)=O)=C(O)C2(O)C(=O)C3=C(O)c4c(O)cccc4C(C)(O)C3C(O)C12,0.375
Cc1cc(O)c2c(c1)C(=O)c1cccc(OC3OC(CO)C(O)C(O)C3O)c1C2=O,0.37474541751527496
CC(C)Oc1cccc(NC(=O)c2ccccc2C(F)(F)F)c1,0.3746958637469586
CCCCN(CCCC)CC(O)c1cc(Cl)cc2c1-c1ccc(Cl)cc1C2=Cc1ccc(Cl)cc1,0.37448559670781895
CSc1ccc(C(=O)C(C)(C)N2CCOCC2)cc1,0.3740053050397878
CC(C)c1ccc2sc3ccccc3c(=O)c2c1,0.3739612188365651
O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,0.3738738738738739
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,0.37377690802348335
Ic1ccc(-c2ccc(I)cc2)cc1,0.37362637362637363
Fc1ccc(C2(Cn3cncn3)OC2c2ccccc2Cl)cc1,0.373469387755102
COc1cc(-c2cc(=O)c3ccccc3o2)ccc1[N+](=O)[O-],0.37339055793991416
CNC1CCC(c2ccc(Cl)c(Cl)c2)c2ccccc21,0.3733031674208145
CC1COCc2cc3c(cc21)C(C)(C)C(C)C3(C)C,0.3732394366197183
O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,0.3726851851851852
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,0.3726541554959786
O=C1c2ccccc2-c2cccc3cccc1c23,0.37264150943396224
Nc1ncnc2c1nc(Br)n2C1OC2COP(=O)(O)OC2C1O,0.37254901960784315
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,0.3722943722943723
CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,0.3722466960352423
COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,0.37222222222222223
OC(c1ccc(Cl)cc1)(c1cncnc1)c1ccccc1Cl,0.37185929648241206
CN1CC(=O)N2C(Cc3c([nH]c4ccccc34)C2c2ccc3c(c2)OCO3)C1=O,0.37181996086105673
O=CC=Cc1ccccc1,0.37142857142857144
ClC(Cl)=C(c1ccc(Cl)cc1)c1ccccc1Cl,0.37142857142857144
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,0.3709677419354839
CCCCCCCCCCCCCC(=O)OC1C(C)C2(O)C(C=C(CO)CC3(O)C(=O)C(C)=CC32)C2C(C)(C)C12OC(C)=O,0.37060041407867494
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,0.3705263157894737
ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,0.3705263157894737
COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,0.3702213279678068
CCCCCCCCCCCCCCCC1C(CP(=O)(O)O)OC(COC2OC(COC3(C(=O)O)CC(OC4(C(=O)O)CC(OC5(C(=O)O)CC(O)C(O)C(C(O)CO)O5)C(O)C(C(O)CO)O4)C(OC4OC(C(O)CO)C(OP(=O)(O)OP(=O)(O)OCCN)C(OC5OC(C(O)COC6OCC(O)(C(O)CO)C(O)C6O)C(OP(=O)(O)O)C(OC6OC(COC7OC(CO)C(O)C(O)C7O)C(O)C(OC7OC(CO)C(O)C(O)C7OC7OC(CO)C(OC8OC(CO)C(O)C(OC9OC(C)C(OC%10OC(CO)C(O)C(OC%11OC(C)C(O)CC%11O)C%10OC%10OC(CO)C(O)C(O)C%10O)C(O)C9O)C8O)C(O)C7OC7OC(CO)C(O)C(O)C7NC(C)=O)C6O)C5O)C4O)C(C(O)CO)O3)C(OP(=O)(O)O)C(OC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCCCC)C2NC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)C(O)C1OC(=O)CC(O)CCCCCCCCCCC,0.3700787401574803
COP(N)(=S)Oc1ccccc1C(=O)OC(C)C,0.36992840095465396
O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,0.36982968369829683
O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,0.3697674418604651
CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,0.3696969696969697
CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,0.3696682464454976
COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,0.36961451247165533
COC1OC2OC3(C)CCC4C(C)CCC(C1C)C24OO3,0.3691275167785235
O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,0.36875
O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,0.36875
O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,0.36875
CCCCOCCOP(=O)(OCCOCCCC)OCCOCCCC,0.3686868686868687
CCNC(=NCCCCC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)C(CO)NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1ccc(Cl)cc1)NC(=O)C(Cc1ccc2ccccc2c1)NC(C)=O)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)N1CCCC1C(=O)NC(C)C(N)=O)NCC,0.3684210526315789
NNC(=O)c1ccncc1,0.3684210526315789
CC1C(OS(=O)(=O)O)CC2CC(C(O)c3cc(=O)[nH]c(=O)[nH]3)NC3=NCC1N32,0.3683168316831683
Cc1cc(O)ccc1[N+](=O)[O-],0.36807817589576547
O=C1C=Cc2cc(S(=O)(=O)[O-])ccc2C1=NNc1ccc(S(=O)(=O)[O-])cc1.[Na+].[Na+],0.3678646934460888
N#Cc1cc(Br)c(O)c(Br)c1,0.3678571428571429
CCC(CC)Nc1c([N+](=O)[O-])cc(C)c(C)c1[N+](=O)[O-],0.367816091954023
C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl,0.36778846153846156
O=C(O)CNCP(=O)(O)O,0.3675675675675676
CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,0.3672055427251732
CCC(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,0.3671497584541063
CC12CCC(C(=Cc3ccccc3)C1=O)C2(C)C,0.36683417085427134
CCOC(=O)c1cncn1C(C)c1ccccc1,0.36666666666666664
CCC(C)(C)C(=O)OC1CC(C)C=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,0.36666666666666664
N#Cc1c[nH]cc1-c1cccc2c1OC(F)(F)O2,0.36644591611479027
C=Cc1ccccc1Cl,0.36597938144329895
CC12C=CC3=C4CCC(=O)C=C4CCC3C1CCC2O,0.3657957244655582
CC(C)[NH3+].O=C([O-])CNCP(=O)(O)O,0.3655913978494624
CCC(C)C1OC2(C=CC1C)CC1CC(CC=C(C)C(OC3CC(OC)C(OC4CC(OC)C(O)C(C)O4)C(C)O3)C(C)C=CC=C3COCC4C(O)C(C)=CC(C(=O)O1)C34O)O2,0.3654618473895582
COCC(=O)O,0.36507936507936506
ClCC(Br)CBr,0.36507936507936506
OCC1CO1,0.36507936507936506
Cc1ccc(C=C2C(=O)C3(C)CCC2C3(C)C)cc1,0.365
CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,0.3646288209606987
ClC1=C(Cl)C2(Cl)C3C(Cl)C(Cl)CC3C1(Cl)C2(Cl)Cl,0.36423841059602646
COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,0.3640661938534279
CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,0.36363636363636365
Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,0.3629976580796253
COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,0.3619246861924686
COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,0.3619246861924686
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,0.36134453781512604
CC(C)c1cccc2c(=O)c3ccccc3sc12,0.3611111111111111
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,0.36097560975609755
C=CC1(C)CC(=O)C2(O)C(C)(O1)C(OC(C)=O)C(O)C1C(C)(C)CCC(O)C12C,0.3609341825902335
NC(N)=NCCN1CCCCCCC1,0.36082474226804123
O=c1cc(-c2ccccc2)oc2ccc(O)cc12,0.3605769230769231
Oc1ccc(-c2ccccc2)cc1,0.3602150537634409
C=Cc1cccc(Cl)c1,0.3602150537634409
Oc1ccc(-c2ccc(O)cc2)cc1,0.3602150537634409
CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,0.3599137931034483
ClC1=C(Cl)C2(Cl)C3C4C=CC(C4)C3C1(Cl)C2(Cl)Cl,0.3598233995584989
